miR-27a	4
NFE2L2	1
miR-127-5p	4
NBR2	3
KLF14	1
miR-18a-5p	4
CDK9	0
HIF1A-AS1	3
OGFR	0
DEDD	0
miR-497-5p	4
CDC6	0
PDE4D	0
ANXA2	0
OLR1	0
LARP1	0
CXCL5	0
DSG1	0
BCAR4	3
miR-193a	4
GPER1	0
RSF1	0
SOX2-OT	3
miR-142	4
ABCC3	0
miR-329	4
miR-758-3p	4
miR-125a	4
miR-939	4
SPRY2	0
MTDH	0
FASLG	0
miR-217	4
ITGB2	0
DLGAP1	0
STAT1	1
SQSTM1	0
KRAS	0
miR-153	4
MUC1	0
NPM1	0
ADAM10	0
LIFR	0
miR-107	4
DYRK1A	0
LINC01503	3
E2F8	1
miR-484	4
AKAP12	0
GRN	0
MARCKSL1	0
MARCKS	0
MPPED2	0
USP9X	0
NKD2	0
PNPLA2	0
miR-20b	4
NEAT1	3
miR-190a-5p	4
miR-942	4
BRCA2	0
SMARCA4	0
PTBP2	0
miR-675	4
TGFBI	0
H19	3
ISM1	0
CALN1	0
WNT6	0
SUZ12	0
RBM38	0
WIF1	0
TNFSF10	0
AR	1
miR-200	4
CREB1	1
SPP1	0
KLF6	1
LINC00473	3
IL24	0
miR-194	4
AC132217.4	3
STMN1	0
RAB5A	0
ATG4D	0
HLA-DRB1	0
PIK3R1	0
SIN3A	0
GATA3	1
miR-155	4
LDHA	0
KLF10	1
miR-204-5p	4
HES6	1
miR-193b	4
DPP4	0
HDAC7	0
SKP2	0
OLA1P2	3
miR-140	4
NANOG	1
HULC	3
YY1	1
GRB2	0
TERT	0
IL1B	0
CCNJ	0
miR-205	4
SETD2	0
PRUNE2	0
NFIA	1
ABCG2	0
PHB	0
TRAF6	0
miR-136	4
RAC1	0
HNRNPKP2	3
AGER	0
LASP1	0
SPRY4	0
TYMS	0
E2F5	1
CDK2	0
GAPDH	0
MAP1LC3B2	0
H2AFY	0
RB1	0
PFKFB2	0
SRSF1	0
KLF4	1
VDR	1
MAP3K7	0
TCL1A	0
SNCG	0
SMN1	0
miR-22	4
FMNL2	0
IFIT2	0
miR-410	4
CDH4	0
SEMA5A	0
MTA2	1
CDK8	0
miR-1	4
VASH2	0
TERF2	1
miR-374a	4
MCM2	0
PIM1	0
WNT4	0
SRSF6	0
POU5F1	1
PROM1	0
FOXP4	1
GLI2	1
miR-326	4
MMP14	0
CAMTA1	1
NRAS	0
GCASPC	3
KRT7	0
IRF4	1
SHC1	0
PRINS	3
MACC1	0
FOXE1	1
MAP3K11	0
LIMK2	0
BAG1	0
CBL	0
ARL2	0
TCF7L2	1
miR-186-5p	4
CTBP2	0
miR-663b	4
STAU1	0
CYTOR	3
MUC2	0
PEBP1	0
FOXC2	1
TNFRSF10B	0
FERMT2	0
CYTH3	0
GIT2	0
HNRNPUL2	0
ELK1	1
miR-23b	4
miR-335	4
CST3	0
miR-372	4
CDK7	0
EGR2	1
NOTCH3	0
miR-1254	4
SNCAIP	0
KDM6A	0
JPX	3
FTX	3
miR-495	4
SNHG1	3
LINC01089	3
HLA-G	0
RAB22A	0
HSPA5	0
CELF1	0
DUSP6	0
PIWIL4	0
EPHA4	0
CASC11	3
TGFB2	0
YES1	0
TJP1	0
MMP19	0
ADAMTS1	0
NCALD	0
DDX58	0
LINC00668	3
GDF15	0
TINCR	3
BDH2	0
RAC2	0
BACE1	0
C1QBP	0
ESM1	0
PCDH10	0
CASP2	0
AKAP9	0
RGMB	0
HNRNPA1	0
AMOT	0
KDM5B	1
KCNQ1OT1	3
EPAS1	0
UHRF1	0
PIK3R3	0
ANGPT2	0
CDKN2C	0
ILF3	0
MAP2K1	0
MAPK14	0
FUT4	0
BANCR	3
PAK5	0
FGF1	0
HSF2	0
ZNF217	1
PCGEM1	3
REST	1
miR-7	4
SPRY4-IT1	3
ERICD	3
miR-211	4
RASSF1	0
EGLN2	0
SNHG12	3
miR-125b-1	4
PTGS2	0
WT1	1
WSPAR	3
TSHR	0
GAS1	0
GAS1RR	3
RMRP	3
PLK3	0
DDIT3	1
MINCR	3
AURKB	0
CDT1	0
PURA	0
IGF2-AS	3
RN7SK	3
PI4P	0
ERBB3	0
CDC25C	0
BAD	0
TESC	0
ZEB2-AS1	3
MMP16	0
CASP8	0
FADD	0
miR-218-5p	4
MRPL28	0
NFKBIB	0
BMP4	0
ZNF703	0
TNF	0
CLOCK	1
PPARA	1
ACSL1	0
DCTN6	0
MYBL2	1
MDC1	0
KRT19	0
miR-3667-3p	4
LOC401317	3
CCNE1	0
DALIR	3
ARF6	0
LTBP3	0
miR-300	4
USP22	0
EGR1	1
RHOB	0
miR-451a	4
CDH5	0
PTK2	0
PXN	0
JAG1	0
LINC00673	3
AGAP2-AS1	3
LRP6	0
miR-454-3p	4
KDM6B	0
PCDHB5	0
CBR3-AS1	3
lnc-IL7R	3
AK055347	3
miR-141-3p	4
IL10	0
ZBTB7A	1
ACTA2	0
miR-675-5p	4
miR-126-3p	4
PIK3R2	0
MMP1	0
WNT3	0
WNT5B	0
PMAIP1	0
LATS2-AS1-001	3
miR-384	4
HSPB1	0
DHX36	0
lncRNA-numb	3
IQGAP1	0
TUSC7	3
ERBB4	0
BABAM2	0
CCNA2	0
miR-27b-3p	4
EIF4G1	0
MMP7	0
POU2F1	1
miR-9-5p	4
EGFL7	0
PLEKHM1	0
GPI	0
HNRNPD	0
AK056155	3
DKK1	0
CDKN2B-AS1	3
MT1DP	3
POU3F3	1
ASTN1	0
PCDHA1	0
NTM	0
PTK2B	0
PCAT18	3
CARD8	0
miR-506-3p	4
PRKD3	0
PCA3	3
SPHK1	0
GLS2	0
CRNDE	3
BX647187	3
CYCS	0
DIABLO	0
FRGCA	3
AF339813	3
miR-23b-3p	4
AK022798	3
CCN4	0
miR-99a-5p	4
miR-449a	4
EMP1	0
GACAT3	3
ADAMTS9-AS2	3
FLT1	0
BOK	0
BAK1	0
CPS1	0
DBH-AS1	3
CBS	0
EGFR-AS1	3
DLX6	1
DRAIC	3
PCAT29	3
EWSAT1	3
OS9	0
CD44	0
CCAT1	3
FN1	0
miR-20a-5p	4
CTBP1	0
miR-15a-5p	4
miR-16-1-3p	4
SNORD50A	5
RRM1	0
CEACAM5	0
SNIP1	0
PPP1R10	0
MYB	1
DLEU2	3
EED	0
JAM2	0
ABL2	0
LAMB3	0
LAMC2	0
HOXD10	1
PRG1	1
PGR	1
EPHA1	0
PHLPP1	0
LAMTOR5	0
KDM1A	0
EIF4E	0
CCNA1	0
MIA2	0
ROBO1	0
GPC6	0
ADGRL2	0
CDCP1	0
ABCA1	0
DRD1	0
COL6A1	0
STC1	0
MCAM	0
PRKCE	0
GAS6	0
TCF21	1
miR-130a	4
PRKAG1	0
PRKAA2	0
PRKAB1	0
STK11	0
NONO	0
FABP5	0
LNMICC	3
SIRT3	0
GLUD1	0
CREBBP	0
BPTF	0
MMP10	0
LINC01672	3
TMPRSS11E	0
PA2G4	0
SMYD3	0
WDR5	0
TEAD1	1
RET	0
miR-134	4
miR-1297	4
let-7	4
IGF2BP3	0
CBX7	0
JUN	1
DICER1	0
IMP3	0
PSPC1	0
miR-34c	4
NQO1	0
GSR	0
GCLC	0
GCLM	0
GSTP1	0
LAYN	0
HMMR	0
SLC26A2	0
CCT4	0
PTBP3	0
CTHRC1	0
FHL1	0
ITGB4	0
miR-375	4
CCAR2	0
HNF4G	1
TIA1	0
ROCK2	0
miR-29a	4
HELLS	0
FOXA2	1
PHOX2A	1
IKBKB	0
IKBKG	0
PRC2	0
miR-545	4
VOPP1	0
ITGA4	0
ITGAX	0
POU4F1	1
TDG	0
LUNAR1	3
SUV39H1	0
JARID2	1
HDAC3	0
TRAF3	0
TBX21	1
miR-193a-3p	4
miR-4701-5p	4
IL6R	0
MYRF	1
CD276	0
p-p38MAPK	0
KPNA2	0
NEK2	0
miR-130a-3p	4
KIF23	0
CFL2	0
MARK4	0
CDH3	0
HIF3A	0
EPHX1	0
ZFAS1	3
WWC2	0
ERG	1
IGF1	0
MIR543	4
miR-576-5p	4
JAK1	0
JAK3	0
MAP4K3	0
PEG3	1
KISS1	0
WWP1	0
APAF1	0
miR-34a-5p	4
NUMB	0
OTX1	1
NT5E	0
KLF5	1
USP47	0
LMX1A	1
SFRP2	0
CCN1	0
CALCOCO1	0
ITGB3	0
ZFP91	1
miR-411-3p	4
SMG1	0
miR-1273e	4
MIR155HG	3
LRG1	0
ANGPT1	0
TIMP4	0
SPAAR	3
Lnc-UCID	3
CRLS1	0
SLAIN2	0
LINC00261	3
MIR1246	4
VAMP2	0
ACP5	0
RGS1	0
miR-330-3p	4
YAF2	0
alpha-synuclein	0
MIR127	4
BMF	0
NLRC5	0
TGFbetaR1	0
miR-493-3p	4
MIR760	4
MIR145	4
p70S6K1	0
vimentin	0
LINC01638	3
ATF4	1
REXO2	0
Caspase8	0
TNFSF14	0
YY1AP1	0
MAP3K2	0
BMP-2	0
CPT1A	0
HDGF	0
RICTOR	0
SERCA2a	0
CALM2	0
ATG4B	0
RFX7	1
SMAD5	1
TRIB2	0
p15	0
p16	0
Ki67	0
Cyclin D1	0
MIR221	4
MIR222	4
FOXR2	1
MIR4288	4
EIF4G2	0
MIR663A	4
KCNH1	0
miR-27a-3p	4
DHX33	0
PPARG	0
miR-3619-5p	4
AP1G1	0
miR-4301	4
RLIM	0
PDK4	0
PTTG1	0
E-cadherin	0
ANXA3	0
c-Met	0
NSG1	0
MIR544A	4
NRF2	1
p-EGFR	0
p-ERBB3	0
p-AKT	0
p-ERK	0
miR-181b	4
MRLN	3
IL18	0
miR-214-5p	4
SOX17	1
AJAP1	0
MAGI2	0
TET	0
MIR607	4
KLK12	0
MIR34A	4
DDX3X	0
CK1Â¦Ã	0
LINC00458	3
AQP7	0
ESR1	1
RORA	1
RAP1A	0
NFATC3	1
ZMYND8	0
GLI1	1
SP7	1
OPG	0
TNFSF11	0
SOX5	1
TM9SF2	0
LINC01232	3
miR-29a-3p	4
SOCS6	0
POSTN	0
miR-455-5p	4
GPD1L	0
NOS3	0
IL-1beta	0
FBP1	0
CENPF	0
CENPE	0
ID1	1
ID3	1
BIRC5	0
SETDB1	1
BCL9	0
MIR422A	4
LINC00313	3
LINC00511	3
IL1R1	0
MAPK	0
AP1S2	0
RRM2	0
GAPLINC	3
MYOD1	1
MIR33B	4
EMSLR	3
RALY	0
miR-144-3p	4
MIR506	4
MS4A1	0
HNRNPA2B1	0
RAB3IP	0
ABCG1	0
BCL11A	1
MAP4K1	0
HDAC2	0
CD47	0
GARS1	0
MIR15A	4
MIR15B	4
miR-16	4
miR7-5p	4
TIMP-3	0
MIR421	4
NUPR1	0
MIR141	4
REGÂ¦Ã	0
HDAC9	0
LINC01541	3
MIR21	4
miR-6515-3p	4
MIR340	4
NOVA	0
miR-181a-5p	4
TLR3	0
PLCD3	0
miR-542-3p	4
miR-345-3p	4
ERK1/2	0
STXBP4	0
PIK3CA	0
RBL2	0
p50	0
HGF	0
miR-181d-5p	4
CDKN3A	4
miR-146b-5p	4
PHLPP2	0
ISG	0
miR-185-5	4
S1PR2	0
SPIN1	0
miR-544a	4
CLU	0
MIR625	4
GSK-3beta	0
API5	0
miR-125a-3p	4
Beclin-1	0
MEM	0
Endophilin-1	0
MLKL	0
PFN2	0
miR-361-5p	4
ARNTL	1
SFN	0
TNFRSF11A	0
AQP4	0
CCR5	0
RTL1	0
SATB2	1
RPL35	0
TLR2	0
COG7	0
E4F1	1
TSPYL4	0
IP6K2	0
DTX3	0
DYNC2LI1	0
MMP-8	0
GLS	0
MDR1	0
MTK-1	0
CORO1C	0
TWF1	0
PAX8<U+2011>AS1:28	3
IL22RA1	0
MMPs	0
ADAMTs	0
DCP1A	0
MIR140	4
p-Akt	0
p-mTOR	0
TMEM18	0
PHLDA1	0
RP11-670E13.6	3
MICA	0
MIR146A	4
ASCL2	1
PTP4A3	0
JP2	0
RYR2	0
ABCA3	0
FUT6	0
OSMR	0
DNAJC3	0
BMP1	0
VCAN	0
FIRRE	3
CCL20	0
ERK	0
CCR6	0
MIR217	4
ALDH1A1	0
TEX41	3
DUSP4	0
CSNK1E	0
LDLR	0
SOX6	1
MIR328	4
Claudin-2	0
Col II	0
MMPÂ©\3	0
NORAD	3
COMMD8	0
CDK13	0
PGF	0
MIR211	4
WiNTRLINC1	3
E-selectin	0
CXCR1	0
LC3-II	0
p62	0
Caspase3	0
DGCR8	0
SOX13	1
MIR363	4
LC3II	0
RBFOX2	0
HSPG2	0
MIR451A	4
RAS	0
T-ERK	0
EIF2AK3	0
KDR	0
SMC1A	0
N-cadherin	0
ATOH8	1
MIR2467	4
miR-149-3p	4
SUSAJ1	3
miR-383-5p	4
FOXF2	1
EPHA7	0
PRKDC	0
CDC5L	1
NCAPG2	0
CNN1	0
CCN2	0
APC	0
PAPPA	0
SETD1A	0
PBX3	1
MMP-15	0
ATF2	1
TRIM8	0
LGMN	0
PDHB	0
FOXP2	1
LYAR	0
ITGA3	0
BTG2	0
SORBS2	0
CAPN7	0
GOT1	0
CUEDC2	0
DNAJB6	0
EHD2	0
let-7i-5p	4
GLO1	0
APOBEC3G	0
CDK5	0
PDGFB	0
MAGEA9	0
KIF20A	0
miR-26a-5p	4
PAX5	1
PDPK1	0
BAP1	0
TCF12	1
STIM1	0
GFI1	1
AKR1B1	0
MIR193A	4
CEP55	0
SLIT2	0
miR-30d-5p	4
TP53INP1	0
MIR137	4
MIR622	4
RAB3D	0
miR-30b-3p	4
miR-92a	4
P4HA2	0
PFN1	0
WNT7B	0
COPS5	0
GATA3-AS1	3
FOSL1	1
SFPQ	0
KHSRP	0
Cyclin D	0
SERPINH1	0
UPF1	0
CDYL	0
Snail1/2	0
ATF3	1
FOXP3	1
RORÂ¦Ãt	0
P2X7R	0
CCT6A	0
YWHAZ	0
OR3A4P	3
BMP2	0
SRY-box9	0
EMSY	0
c-MET	0
IER3	0
RBG2	0
SENEBLOC	3
HDAC5	0
SMAD6	1
ETS1	1
ZBTB4	1
FARSA-AS1	3
FARSA	0
ITGA5	0
WEE1	0
SNHG3	3
SRGN	0
PSMD10	0
SMURF1	0
GINS2	0
MIR647	4
STC2	0
hsa-miR-186-5p	4
BPY2C	0
PART1	3
MIR17HG	3
Siglec-15	0
DDX11	0
CD164	0
PRSS8	0
ephrin A1	0
miR-502-3p	4
miR-296-5p	4
BRAF	0
HOXC6	1
LIMK1	0
TRIM32	0
FBXL3	0
THBS1	0
TFRC	0
GSTM1	0
CGRP	0
FYN	0
SNORA7A	5
IL4I1	0
RFX1	1
MIR302A	4
lnc-FANCI-2	3
SEMA4C	0
LncMyoD	3
CPT1	0
PLK2	0
CNR2	0
SIRT6	0
KCNK3	0
SLC2A5	0
Leptin	0
MIR149	4
TTR	0
Neuropilin-1	0
LPAR3	0
BAZ2B	1
LOXL1-AS1	3
KDM5C	1
FOXD1	0
RRAS	0
Girdin	0
RECK	0
LINC01419	3
miR-30c-5p	4
NOX1	0
EIF5A2	0
USP44	0
SNHG11	3
SLC27A4	0
NUDT1	0
WNT10B	0
LINC02349	3
CTLA4	0
MST1	0
RAB5C	0
miR-1227-5p	4
RAB14	0
CNR1	0
ARAP1	0
ELF1	1
LAST1/2	0
IL1R2	0
KAT2B	0
TIF1Â¦Ã	1
LBX2	1
TET1	0
GRIN2A	0
BACE2	0
LncIHAT	3
miR-29b-3p	4
MEF2A	1
Tensin1	0
Pim-1	0
CXCL9	0
SOX12	1
OGG1	0
MIR10B	4
miR-590-3p	4
FRS2	0
Caspase10	0
miR-15b-5p	4
SNHG7	3
PIK3CD	0
MIR4516	4
Clecaspase-3	0
Clecaspase-9	0
Caspase9	0
FUS	0
CSDE1	1
HK1	0
KNL1	0
CHEK1	0
p-PI3K	0
MAP2K4	0
HAS2-AS1	3
miR-26b-5p	4
INSM1	1
RHOXF2	1
SOCS5	0
miR-377-3p	4
LMO3	0
SOS1	0
FLOT1	0
VPS45	0
ROR2	0
CPEB4	0
HDAC11	0
p-p65	0
p-p44	4
SNHG14	3
COQ8B	0
TRPM7	0
DCLK1	0
NAIP	0
miR-524-5p	4
LINC01278	3
miR-212-3p	4
TRIM24	0
SCUBE2	0
GFPT1	0
NR3C2	1
MIR483	4
IL17A	0
LRIG1	0
PAK4	0
CHI3L1	0
CLIC5	0
CYB5R2	0
CYP26B1	0
SULT1A1	0
UCP2	0
p-eNOS	0
ET-1	0
SMC2	0
E-Cadherin	0
miR-193b-3p	4
Cyclin E1	0
miR-190a-3p	4
NDRG2	0
miR-515-5p	4
NPHS1	0
podocin	0
desmin	0
PDCD1LG2	0
Cyclin E	0
ITGA11	0
Cyclin A	0
IL-1Â¦Ã	0
PAFAH1B1	0
PIN1	0
DRAM1	0
NLK	0
NCAPG	0
PLK4	0
NUSAP1	0
NCAPH	0
ASPM	0
KIF4A	0
SKA2	0
glutaminase	0
MIR219A1	4
NKIRAS2	0
ITGAV	0
miR-223-3P	4
EIF6	0
FGFR2	0
miR-146a-3p	4
CXCL12	0
KANK1	0
miR-1224-5p	4
SOCS3	0
MIR143	4
miR-129	4
Nrf2	0
ACOT7	0
SERCA2b	0
HIP1	0
SOCS2	0
PRMT1	0
SMARCB1	0
TUBA1A	0
FOSL2	1
SALL4	1
miR-153-3p	4
ERRFI1	0
PRKG1	0
miR<U+2011>155	4
miR-217-5p	4
ASS1	0
MIR3936HG	3
BMP7	0
ERP44	0
PDX1	1
RAI14	0
TRIM44	0
CTCF	1
miR-545-5p	4
miR-29c-3p	4
MIR223	4
miR-30a-5p	4
JDP2	1
HIPK2	0
MIR154	4
MMP2/9/12	0
miR-490-3p	4
SYVN1	0
ADAM19	0
SEC11A	0
MIR133B	4
TRADD	0
TOX	1
FBXO22	0
TFAP4	1
MIR92B	4
HOXC4	1
MIR486-1	4
FGF9	0
CEBPA	1
DKC1	0
HYOU1	0
BZW1	0
miR-590-5p	4
LMNB2	0
YWHAH	0
MIR4686	4
MIR205	4
TRPC3	0
RANBP2	0
miR-513a-5p	4
miR-671-5p	4
PLA2G4A	0
RABL3	0
MIR202	4
NFIB	1
miR-23a-3p	4
MAP3K1	0
CAMK2N2	0
MRPS18A	0
TBX5	1
TERRA	3
miR-106	4
THSD7A	0
hsa-miR21-5p	4
AIFM1	0
GABPA	1
IL12A	0
FMR1	0
SPAG5	0
TMEM238L	3
TERRA	0
miR-338-3p	4
MIR590	4
PAK3	0
OAS2	0
OAS3	0
OASL	0
XBP1s	0
HOXB8	1
BMPR2	0
MIR4319	4
TK1	0
TMEFF2	0
SEPTIN6	3
LC3I	0
SNX9	0
APEX1	0
LINC00466	3
BUB1	0
KCNC4	0
CCR7	0
HNRNPF	0
TAF15	0
CXCL10	0
MSH5	0
TPTEP1	3
PAN RNA	3
RAPIA	3
miR-128-3p	4
INO80	0
MDR	0
MTUS1	0
Vimentin	0
ANGPT4	0
ANGPTL3	0
ACACA	0
SCD1	0
CPT11	0
ATG9A	0
ATG9B	0
PRC1	0
MANF	0
PDGFRB	0
CDCA3	0
MTHFR	0
TRIM16	0
BRMS1L	0
CASC9	3
SNHG10	3
DDX54	0
miR-233-3p	4
WNK2	0
FTMT	0
SPNS2	0
STYX	0
TIMM8A	0
LINC01546	3
miR<U+2011>34c	4
TXNIP	0
