CTBP1-DT	ceRNA or sponge	ATG14
CTBP1-DT	epigenetic regulation	miR-130a
CTC	ceRNA or sponge	KIT
CTC-497E21.4	ceRNA or sponge	NET1
CTNNB1	expression association	PRECSIT
CXCL8	expression association	MALAT1
CXCR4	transcriptional regulation	XIST
CYCSP5	ceRNA or sponge	IGF1
CYTOR	ceRNA or sponge	BMI1
CYTOR	ceRNA or sponge	CD164
CYTOR	ceRNA or sponge	CDK13
CYTOR	ceRNA or sponge	ERBB4
CYTOR	ceRNA or sponge	FEZF1
CYTOR	ceRNA or sponge	FYN
CYTOR	ceRNA or sponge	NRP1
CYTOR	ceRNA or sponge	PRKAA1
CYTOR	ceRNA or sponge	PTMA
CYTOR	ceRNA or sponge	SERPINE1
CYTOR	ceRNA or sponge	miR-107
CYTOR	epigenetic regulation	IL24
CYTOR	expression association	MKI67
CamK-A	expression association	NFKB1
CamK-A	interact with protein	NFKBIA
CamK-A	interact with protein	PNCK
Chaer	expression association	PRC2
CircFOXO3	ceRNA or sponge	USP44
CircZNF609	expression association	BAX
DACH1	expression association	SERCA2a
DACOR1	epigenetic regulation	CBS
DALIR	interact with protein	DNMT1
DANCR	ceRNA or sponge	AKT2
DANCR	ceRNA or sponge	ATG16L1
DANCR	ceRNA or sponge	FOXC2
DANCR	ceRNA or sponge	JAG1
DANCR	ceRNA or sponge	MIR214
DANCR	ceRNA or sponge	MMP16
DANCR	ceRNA or sponge	MSI2
DANCR	ceRNA or sponge	RAB1A
DANCR	ceRNA or sponge	SOX5
DANCR	ceRNA or sponge	SPHK2
DANCR	ceRNA or sponge	XBP1s
DANCR	ceRNA or sponge	miR-216a-5p
DANCR	expression association	KLF6
DANCR	expression association	miR-758-3p
DANCR	expression association	p-p38MAPK
DANCR	interact with protein	ILF3
DANCR	interact with protein	PLAU
DANCR	interact with protein	PSMD10
DBH-AS1	ceRNA or sponge	miR-138
DBH-AS1	ceRNA or sponge	miR-233-3p
DBH-AS1	expression association	p-Akt
DBH-AS1	expression association	p-PI3K
DCST1-AS1	ceRNA or sponge	FAIM2
DCST1-AS1	expression association	hsa-miR-582-5p
DCXR-DT	expression association	RAC3
DDN-AS1	ceRNA or sponge	TCF3
DDX11	ceRNA or sponge	SNAI1
DDX11-AS1	ceRNA or sponge	CDK6
DDX11-AS1	ceRNA or sponge	CLDN7
DDX11-AS1	ceRNA or sponge	SEC11A
DGCR5	ceRNA or sponge	EPHB6
DGCR5	ceRNA or sponge	KLF14
DGCR5	ceRNA or sponge	miR-506
DGCR5	expression association	BIRC5
DGCR8	interact with mRNA	ZFAT-AS1
DGUOK-AS1	ceRNA or sponge	EMSY
DICER1-AS1	ceRNA or sponge	ATG5
DINOL	transcriptional regulation	TP53
DIO3OS	ceRNA or sponge	ALDOA
DLEU1	ceRNA or sponge	CDK1
DLEU1	ceRNA or sponge	miR-4429
DLEU1	epigenetic regulation	KPNA3
DLEU1	expression association	Caspase9
DLEU1	expression association	RANBP2
DLEU1	expression association	TRAF4
DLEU1	expression association	miR-513a-5p
DLEU1-AS1	expression association	MIR506
DLEU2	ceRNA or sponge	E2F7
DLEU2	ceRNA or sponge	PIK3CD
DLEU2	ceRNA or sponge	miR-337-3p
DLEU2	expression association	miR-15a-5p
DLEU2	expression association	miR-16-1-3p
DLG1-AS1	ceRNA or sponge	ZHX1
DLGAP1-AS1	ceRNA or sponge	CDK8
DLGAP1-AS2	expression association	YAP1
DLST	ceRNA or sponge	miR-502-3p
DLX6-AS1	ceRNA or sponge	ARPP19
DLX6-AS1	ceRNA or sponge	DLK1
DLX6-AS1	ceRNA or sponge	ERP44
DLX6-AS1	ceRNA or sponge	PRR11
DLX6-AS1	ceRNA or sponge	miR-497-5p
DLX6-AS1	expression association	DLX6
DMTF1	ceRNA or sponge	FUT4
DNAJC3-DT	expression association	DNAJC3
DNM3OS	ceRNA or sponge	HIP1
DNM3OS	ceRNA or sponge	SMAD6
DNMT1	epigenetic regulation	ADAMTS9-AS2
DNMT3A	expression association	CDKN2B-AS1
DNMTs	epigenetic regulation	SNHG12
DONSON	transcriptional regulation	SOX4
DPP10-AS1	expression association	TIMP3
DQ786243	ceRNA or sponge	WNT3A
DRAIC	ceRNA or sponge	ITGA6
DRAIC	ceRNA or sponge	SLBP
DRHC	expression association	MYB
DRHC	expression association	MYBBP1A
DSCAM-AS1	ceRNA or sponge	ATXN7L3
DSCAM-AS1	ceRNA or sponge	EPS8
DSCAM-AS1	ceRNA or sponge	USP47
DUBR	ceRNA or sponge	CIP2A
DUXAP10	ceRNA or sponge	GPR39
DUXAP10	expression association	Cyclin E
DUXAP8	ceRNA or sponge	BUB1
DUXAP8	ceRNA or sponge	NUPR1
DUXAP8	ceRNA or sponge	PDK2
DUXAP8	ceRNA or sponge	RAB14
DUXAP8	ceRNA or sponge	ZNF277
DUXAP8	ceRNA or sponge	miR-26b-5p
DUXAP8	epigenetic regulation	RHOB
DUXAP9	ceRNA or sponge	MIR760
DUXAP9	expression association	MUC1
DUXAP9-206	expression association	EGFR
DUXAP9-206	interact with protein	CBLB
E2F	transcriptional regulation	LAPAS1
E2F1	transcriptional regulation	AP002754.2
E2F2	transcriptional regulation	PRR34-AS1
E2F3	transcriptional regulation	ERICD
E2F4	transcriptional regulation	AGAP2-AS1
E2F6	expression association	CASC2
E6	expression association	TMPOP2
E7	expression association	TMPOP2
E7	expression association	lnc-FANCI-2
E7¦¤N	transcriptional regulation	MALAT1
EBF3-AS	expression association	EBF3
EBV-miR-BART6-3p	expression association	MIR3936HG
ECRG4	expression association	BCYRN1
EFNA1	ceRNA or sponge	ephrin A1
EFNA1	interact with protein	EIF4B
EGF	epigenetic regulation	LINC01089
EGFR	expression association	HOTAIR
EGFR-AS1	ceRNA or sponge	RACK1
EGFR-AS1	expression association	EGFR,
EGFR-AS1	expression association	p-JAK
EGFR-AS1	expression association	p-STAT
EGR1	expression association	LINC01116
EGR4	interact with mRNA	ZNF205-AS1
EIF2AK3	transcriptional regulation	RMRP
EIF3J-DT	ceRNA or sponge	AKT1
EIF3J-DT	ceRNA or sponge	CTNND2
EIF4A3	transcriptional regulation	RPL34-DT
ELAVL1	expression association	XIST
ELDR	ceRNA or sponge	EGFR
ELF3-AS1	interact with protein	KLF8
ELFN1-AS1	ceRNA or sponge	GFPT1
ELFN1-AS1	ceRNA or sponge	TRIM44
ELFN1-AS1	expression association	Erk
ELK1	transcriptional regulation	MIR100HG
ELL2	interact with protein	MAPK14
ELNAT1	expression association	SOX18
ELNAT1	expression association	UBE2I
EMSLR	ceRNA or sponge	WTAP
EMSLR	expression association	RALY
EMX2OS	ceRNA or sponge	AKT3
EMX2OS	expression association	TCF12
ENSG00000231881	ceRNA or sponge	VEGFC
ENST	expression association	AKT1
ENST	expression association	CDC25C
ENST	expression association	NKX2-5
ENST	expression association	p-AKT
ENST00000413528	ceRNA or sponge	miR-593-5p
ENST00000437781.1	expression association	SIX4
ENST00000602558.1	interact with protein	ABCG1
ENST00000609697	ceRNA or sponge	RASL12
ENST00113	expression association	AKT1
EP300	transcriptional regulation	HOTAIR
EPAS1	expression association	NLUCAT1
EPB41L4A-AS1	epigenetic regulation	MYD88
EPB41L4A-DT	ceRNA or sponge	FOXL1
EPEL	expression association	CCNB1
EPIC1	epigenetic regulation	MEF2D
EPIC1	expression association	Cyclin A
EPIST	ceRNA or sponge	DUSP1
EPIST	ceRNA or sponge	miR-149-5p
EPIST	expression association	CYC1
ERBB2	expression association	LINC00458
EREG	expression association	MRPL23-AS1
ERLNC1	expression association	CCND1
ERLNC1	expression association	KISS1
ERLR	interact with protein	MYH9
ESR1	expression association	H19
ESR2	transcriptional regulation	MALAT1
ETS1	epigenetic regulation	BANCR
ETS1-AS1	interact with protein	HNRNPK
ETS2	transcriptional regulation	UCA1
EWSAT1	ceRNA or sponge	CCND1
EWSR1	ceRNA or sponge	SOX2
EZH2	epigenetic regulation	NPTN-IT1
EZH2	expression association	UGP2
EZH2	expression association	miR-106
EZR-AS1	epigenetic regulation	EZR
EZR-AS1	expression association	PTK2
EZR-AS1	expression association	Vimentin
EZR-AS1	expression association	alpha-SMA
EZR-AS1	interact with protein	SMYD3
F11-AS1	ceRNA or sponge	PTEN
FAF1	expression association	MAPK1
FAFASA-AS1	ceRNA or sponge	FARSA
FALEC	ceRNA or sponge	AKT1
FALEC	ceRNA or sponge	CRKL
FALEC	chromatin looping	ECM1
FALEC	expression association	DRP1
FAM201A	ceRNA or sponge	EGFR
FAM201A	expression association	ABCE1
FAM224A	ceRNA or sponge	ZNF143
FAM225A	ceRNA or sponge	ITGB3
FAM225A	ceRNA or sponge	MIR1275
FAM225A	ceRNA or sponge	miR-590-3p
FAM225B	ceRNA or sponge	CCND2
FAM230B	ceRNA or sponge	TOP2A
FAM30A	expression association	CTNNB1
FAM66C	ceRNA or sponge	KCND2
FAM83A-AS1	ceRNA or sponge	MMP14
FAM83A-AS1	interact with mRNA	FAM83A
FAM83A-AS1	interact with protein	NOP58
FAM83H-AS1	epigenetic regulation	CDKN1A
FAM87A	ceRNA or sponge	PPM1H
FAM99A	ceRNA or sponge	YAP1
FAS-AS1	expression association	DNMT3B
FAS-AS1	expression association	FAS
FBXL19-AS1	ceRNA or sponge	FOXM1
FBXL19-AS1	ceRNA or sponge	MIR718
FBXL19-AS1	ceRNA or sponge	PIN1
FBXL19-AS1	ceRNA or sponge	miR-203a-3p
FBXL19-AS1	ceRNA or sponge	miR-342-3p
FENDRR	ceRNA or sponge	ELAVL1
FENDRR	ceRNA or sponge	FOXF1
FENDRR	ceRNA or sponge	MDR1
FENDRR	ceRNA or sponge	TUBA1A
